number	book	chapter	verse
5610	5	27	23
5611	5	27	24
5612	5	27	25
5613	5	27	26
5614	5	28	1
5615	5	28	2
5616	5	28	3
5617	5	28	4
5618	5	28	5
5619	5	28	6
5620	5	28	7
5621	5	28	8
5622	5	28	9
5623	5	28	10
5624	5	28	11
5625	5	28	12
5626	5	28	13
5627	5	28	14
5628	5	28	15
5629	5	28	16
5630	5	28	17
5631	5	28	18
5632	5	28	19
5633	5	28	20
5634	5	28	21
5635	5	28	22
5636	5	28	23
5637	5	28	24
5638	5	28	25
5639	5	28	26
5640	5	28	27
5641	5	28	28
5642	5	28	29
5643	5	28	30
5644	5	28	31
5645	5	28	32
5646	5	28	33
5647	5	28	34
5648	5	28	35
5649	5	28	36
5650	5	28	37
5651	5	28	38
5652	5	28	39
5653	5	28	40
5654	5	28	41
5655	5	28	42
5656	5	28	43
5657	5	28	44
5658	5	28	45
5659	5	28	46
5660	5	28	47
5661	5	28	48
5662	5	28	49
5663	5	28	50
5664	5	28	51
5665	5	28	52
5666	5	28	53
5667	5	28	54
5668	5	28	55
5669	5	28	56
5670	5	28	57
5671	5	28	58
5672	5	28	59
5673	5	28	60
5674	5	28	61
5675	5	28	62
5676	5	28	63
5677	5	28	64
5678	5	28	65
5679	5	28	66
5680	5	28	67
5681	5	28	68
5682	5	28	69
5683	5	29	1
5684	5	29	2
5685	5	29	3
5686	5	29	4
5687	5	29	5
5688	5	29	6
5689	5	29	7
5690	5	29	8
5691	5	29	9
5692	5	29	10
5693	5	29	11
5694	5	29	12
5695	5	29	13
5696	5	29	14
5697	5	29	15
5698	5	29	16
5699	5	29	17
5700	5	29	18
5701	5	29	19
5702	5	29	20
5703	5	29	21
5704	5	29	22
5705	5	29	23
5706	5	29	24
5707	5	29	25
5708	5	29	26
5709	5	29	27
5710	5	29	28
5711	5	30	1
5712	5	30	2
5713	5	30	3
5714	5	30	4
5715	5	30	5
5716	5	30	6
5717	5	30	7
5718	5	30	8
5719	5	30	9
5720	5	30	10
5721	5	30	11
5722	5	30	12
5723	5	30	13
5724	5	30	14
5725	5	30	15
5726	5	30	16
5727	5	30	17
5728	5	30	18
5729	5	30	19
5730	5	30	20
5731	5	31	1
5732	5	31	2
5733	5	31	3
5734	5	31	4
5735	5	31	5
5736	5	31	6
5737	5	31	7
5738	5	31	8
5739	5	31	9
5740	5	31	10
5741	5	31	11
5742	5	31	12
5743	5	31	13
5744	5	31	14
5745	5	31	15
5746	5	31	16
5747	5	31	17
5748	5	31	18
5749	5	31	19
5750	5	31	20
5751	5	31	21
5752	5	31	22
5753	5	31	23
5754	5	31	24
5755	5	31	25
5756	5	31	26
5757	5	31	27
5758	5	31	28
5759	5	31	29
5760	5	31	30
5761	5	32	1
5762	5	32	2
5763	5	32	3
5764	5	32	4
5765	5	32	5
5766	5	32	6
5767	5	32	7
5768	5	32	8
5769	5	32	9
5770	5	32	10
5771	5	32	11
5772	5	32	12
5773	5	32	13
5774	5	32	14
5775	5	32	15
5776	5	32	16
5777	5	32	17
5778	5	32	18
5779	5	32	19
5780	5	32	20
5781	5	32	21
5782	5	32	22
5783	5	32	23
5784	5	32	24
5785	5	32	25
5786	5	32	26
5787	5	32	27
5788	5	32	28
5789	5	32	29
5790	5	32	30
5791	5	32	31
5792	5	32	32
5793	5	32	33
5794	5	32	34
5795	5	32	35
5796	5	32	36
5797	5	32	37
5798	5	32	38
5799	5	32	39
5800	5	32	40
5801	5	32	41
5802	5	32	42
5803	5	32	43
5804	5	32	44
5805	5	32	45
5806	5	32	46
5807	5	32	47
5808	5	32	48
5809	5	32	49
5810	5	32	50
5811	5	32	51
5812	5	32	52
5813	5	33	1
5814	5	33	2
5815	5	33	3
5816	5	33	4
5817	5	33	5
5818	5	33	6
5819	5	33	7
5820	5	33	8
5821	5	33	9
5822	5	33	10
5823	5	33	11
5824	5	33	12
5825	5	33	13
5826	5	33	14
5827	5	33	15
5828	5	33	16
5829	5	33	17
5830	5	33	18
5831	5	33	19
5832	5	33	20
5833	5	33	21
5834	5	33	22
5835	5	33	23
5836	5	33	24
5837	5	33	25
5838	5	33	26
5839	5	33	27
5840	5	33	28
5841	5	33	29
5842	5	34	1
5843	5	34	2
5844	5	34	3
5845	5	34	4
5846	5	34	5
5847	5	34	6
5848	5	34	7
5849	5	34	8
5850	5	34	9
5851	5	34	10
5852	5	34	11
5853	5	34	12
5854	6	1	1
5855	6	1	2
5856	6	1	3
5857	6	1	4
5858	6	1	5
5859	6	1	6
5860	6	1	7
5861	6	1	8
5862	6	1	9
5863	6	1	10
5864	6	1	11
5865	6	1	12
5866	6	1	13
5867	6	1	14
5868	6	1	15
5869	6	1	16
5870	6	1	17
5871	6	1	18
5872	6	2	1
5873	6	2	2
5874	6	2	3
5875	6	2	4
5876	6	2	5
5877	6	2	6
5878	6	2	7
5879	6	2	8
5880	6	2	9
5881	6	2	10
5882	6	2	11
5883	6	2	12
5884	6	2	13
5885	6	2	14
5886	6	2	15
5887	6	2	16
5888	6	2	17
5889	6	2	18
5890	6	2	19
5891	6	2	20
5892	6	2	21
5893	6	2	22
5894	6	2	23
5895	6	2	24
5896	6	3	1
5897	6	3	2
5898	6	3	3
5899	6	3	4
5900	6	3	5
5901	6	3	6
5902	6	3	7
5903	6	3	8
5904	6	3	9
5905	6	3	10
5906	6	3	11
5907	6	3	12
5908	6	3	13
5909	6	3	14
5910	6	3	15
5911	6	3	16
5912	6	3	17
5913	6	4	1
5914	6	4	2
5915	6	4	3
5916	6	4	4
5917	6	4	5
5918	6	4	6
5919	6	4	7
5920	6	4	8
5921	6	4	9
5922	6	4	10
5923	6	4	11
5924	6	4	12
5925	6	4	13
5926	6	4	14
5927	6	4	15
5928	6	4	16
5929	6	4	17
5930	6	4	18
5931	6	4	19
5932	6	4	20
5933	6	4	21
5934	6	4	22
5935	6	4	23
5936	6	4	24
5937	6	5	1
5938	6	5	2
5939	6	5	3
5940	6	5	4
5941	6	5	5
5942	6	5	6
5943	6	5	7
5944	6	5	8
5945	6	5	9
5946	6	5	10
5947	6	5	11
5948	6	5	12
5949	6	5	13
5950	6	5	14
5951	6	5	15
5952	6	6	1
5953	6	6	2
5954	6	6	3
5955	6	6	4
5956	6	6	5
5957	6	6	6
5958	6	6	7
5959	6	6	8
5960	6	6	9
5961	6	6	10
5962	6	6	11
5963	6	6	12
5964	6	6	13
5965	6	6	14
5966	6	6	15
5967	6	6	16
5968	6	6	17
5969	6	6	18
5970	6	6	19
5971	6	6	20
5972	6	6	21
5973	6	6	22
5974	6	6	23
5975	6	6	24
5976	6	6	25
5977	6	6	26
5978	6	6	27
5979	6	7	1
5980	6	7	2
5981	6	7	3
5982	6	7	4
5983	6	7	5
5984	6	7	6
5985	6	7	7
5986	6	7	8
5987	6	7	9
5988	6	7	10
5989	6	7	11
5990	6	7	12
5991	6	7	13
5992	6	7	14
5993	6	7	15
5994	6	7	16
5995	6	7	17
5996	6	7	18
5997	6	7	19
5998	6	7	20
5999	6	7	21
6000	6	7	22
6001	6	7	23
6002	6	7	24
6003	6	7	25
6004	6	7	26
6005	6	8	1
6006	6	8	2
6007	6	8	3
6008	6	8	4
6009	6	8	5
6010	6	8	6
6011	6	8	7
6012	6	8	8
6013	6	8	9
6014	6	8	10
6015	6	8	11
6016	6	8	12
6017	6	8	13
6018	6	8	14
6019	6	8	15
6020	6	8	16
6021	6	8	17
6022	6	8	18
6023	6	8	19
6024	6	8	20
6025	6	8	21
6026	6	8	22
6027	6	8	23
6028	6	8	24
6029	6	8	25
6030	6	8	26
6031	6	8	27
6032	6	8	28
6033	6	8	29
6034	6	8	30
6035	6	8	31
6036	6	8	32
6037	6	8	33
6038	6	8	34
6039	6	8	35
6040	6	9	1
6041	6	9	2
6042	6	9	3
6043	6	9	4
6044	6	9	5
6045	6	9	6
6046	6	9	7
6047	6	9	8
6048	6	9	9
6049	6	9	10
6050	6	9	11
6051	6	9	12
6052	6	9	13
6053	6	9	14
6054	6	9	15
6055	6	9	16
6056	6	9	17
6057	6	9	18
6058	6	9	19
6059	6	9	20
6060	6	9	21
6061	6	9	22
6062	6	9	23
6063	6	9	24
6064	6	9	25
6065	6	9	26
6066	6	9	27
6067	6	10	1
6068	6	10	2
6069	6	10	3
6070	6	10	4
6071	6	10	5
6072	6	10	6
6073	6	10	7
6074	6	10	8
6075	6	10	9
6076	6	10	10
6077	6	10	11
6078	6	10	12
6079	6	10	13
6080	6	10	14
6081	6	10	15
6082	6	10	16
6083	6	10	17
6084	6	10	18
6085	6	10	19
6086	6	10	20
6087	6	10	21
6088	6	10	22
6089	6	10	23
6090	6	10	24
6091	6	10	25
6092	6	10	26
6093	6	10	27
6094	6	10	28
6095	6	10	29
6096	6	10	30
6097	6	10	31
6098	6	10	32
6099	6	10	33
6100	6	10	34
6101	6	10	35
6102	6	10	36
6103	6	10	37
6104	6	10	38
6105	6	10	39
6106	6	10	40
6107	6	10	41
6108	6	10	42
6109	6	10	43
6110	6	11	1
6111	6	11	2
6112	6	11	3
6113	6	11	4
6114	6	11	5
6115	6	11	6
6116	6	11	7
6117	6	11	8
6118	6	11	9
6119	6	11	10
6120	6	11	11
6121	6	11	12
6122	6	11	13
6123	6	11	14
6124	6	11	15
6125	6	11	16
6126	6	11	17
6127	6	11	18
6128	6	11	19
6129	6	11	20
6130	6	11	21
6131	6	11	22
6132	6	11	23
6133	6	12	1
6134	6	12	2
6135	6	12	3
6136	6	12	4
6137	6	12	5
6138	6	12	6
6139	6	12	7
6140	6	12	8
6141	6	12	9
6142	6	12	10
6143	6	12	11
6144	6	12	12
6145	6	12	13
6146	6	12	14
6147	6	12	15
6148	6	12	16
6149	6	12	17
6150	6	12	18
6151	6	12	19
6152	6	12	20
6153	6	12	21
6154	6	12	22
6155	6	12	23
6156	6	12	24
6157	6	13	1
6158	6	13	2
6159	6	13	3
6160	6	13	4
6161	6	13	5
6162	6	13	6
6163	6	13	7
6164	6	13	8
6165	6	13	9
6166	6	13	10
6167	6	13	11
6168	6	13	12
6169	6	13	13
6170	6	13	14
6171	6	13	15
6172	6	13	16
6173	6	13	17
6174	6	13	18
6175	6	13	19
6176	6	13	20
6177	6	13	21
6178	6	13	22
6179	6	13	23
6180	6	13	24
6181	6	13	25
6182	6	13	26
6183	6	13	27
6184	6	13	28
6185	6	13	29
6186	6	13	30
6187	6	13	31
6188	6	13	32
6189	6	13	33
6190	6	14	1
6191	6	14	2
6192	6	14	3
6193	6	14	4
6194	6	14	5
6195	6	14	6
6196	6	14	7
6197	6	14	8
6198	6	14	9
6199	6	14	10
6200	6	14	11
6201	6	14	12
6202	6	14	13
6203	6	14	14
6204	6	14	15
6205	6	15	1
6206	6	15	2
6207	6	15	3
6208	6	15	4
6209	6	15	5
6210	6	15	6
6211	6	15	7
6212	6	15	8
6213	6	15	9
6214	6	15	10
6215	6	15	11
6216	6	15	12
6217	6	15	13
6218	6	15	14
6219	6	15	15
6220	6	15	16
6221	6	15	17
6222	6	15	18
6223	6	15	19
6224	6	15	20
6225	6	15	21
6226	6	15	22
6227	6	15	23
6228	6	15	24
6229	6	15	25
6230	6	15	26
6231	6	15	27
6232	6	15	28
6233	6	15	29
6234	6	15	30
6235	6	15	31
6236	6	15	32
6237	6	15	33
6238	6	15	34
6239	6	15	35
6240	6	15	36
6241	6	15	37
6242	6	15	38
6243	6	15	39
6244	6	15	40
6245	6	15	41
6246	6	15	42
6247	6	15	43
6248	6	15	44
6249	6	15	45
6250	6	15	46
6251	6	15	47
6252	6	15	48
6253	6	15	49
6254	6	15	50
6255	6	15	51
6256	6	15	52
6257	6	15	53
6258	6	15	54
6259	6	15	55
6260	6	15	56
6261	6	15	57
6262	6	15	58
6263	6	15	59
6264	6	15	60
6265	6	15	61
6266	6	15	62
6267	6	15	63
6268	6	16	1
6269	6	16	2
6270	6	16	3
6271	6	16	4
6272	6	16	5
6273	6	16	6
6274	6	16	7
6275	6	16	8
6276	6	16	9
6277	6	16	10
6278	6	17	1
6279	6	17	2
6280	6	17	3
6281	6	17	4
6282	6	17	5
6283	6	17	6
6284	6	17	7
6285	6	17	8
6286	6	17	9
6287	6	17	10
6288	6	17	11
6289	6	17	12
6290	6	17	13
6291	6	17	14
6292	6	17	15
6293	6	17	16
6294	6	17	17
6295	6	17	18
6296	6	18	1
6297	6	18	2
6298	6	18	3
6299	6	18	4
6300	6	18	5
6301	6	18	6
6302	6	18	7
6303	6	18	8
6304	6	18	9
6305	6	18	10
6306	6	18	11
6307	6	18	12
6308	6	18	13
6309	6	18	14
6310	6	18	15
6311	6	18	16
6312	6	18	17
6313	6	18	18
6314	6	18	19
6315	6	18	20
6316	6	18	21
6317	6	18	22
6318	6	18	23
6319	6	18	24
6320	6	18	25
6321	6	18	26
6322	6	18	27
6323	6	18	28
6324	6	19	1
6325	6	19	2
6326	6	19	3
6327	6	19	4
6328	6	19	5
6329	6	19	6
6330	6	19	7
6331	6	19	8
6332	6	19	9
6333	6	19	10
6334	6	19	11
6335	6	19	12
6336	6	19	13
6337	6	19	14
6338	6	19	15
6339	6	19	16
6340	6	19	17
6341	6	19	18
6342	6	19	19
6343	6	19	20
6344	6	19	21
6345	6	19	22
6346	6	19	23
6347	6	19	24
6348	6	19	25
6349	6	19	26
6350	6	19	27
6351	6	19	28
6352	6	19	29
6353	6	19	30
6354	6	19	31
6355	6	19	32
6356	6	19	33
6357	6	19	34
6358	6	19	35
6359	6	19	36
6360	6	19	37
6361	6	19	38
6362	6	19	39
6363	6	19	40
6364	6	19	41
6365	6	19	42
6366	6	19	43
6367	6	19	44
6368	6	19	45
6369	6	19	46
6370	6	19	47
6371	6	19	48
6372	6	19	49
6373	6	19	50
6374	6	19	51
6375	6	20	1
6376	6	20	2
6377	6	20	3
6378	6	20	4
6379	6	20	5
6380	6	20	6
6381	6	20	7
6382	6	20	8
6383	6	20	9
6384	6	21	1
6385	6	21	2
6386	6	21	3
6387	6	21	4
6388	6	21	5
6389	6	21	6
6390	6	21	7
6391	6	21	8
6392	6	21	9
6393	6	21	10
6394	6	21	11
6395	6	21	12
6396	6	21	13
6397	6	21	14
6398	6	21	15
6399	6	21	16
6400	6	21	17
6401	6	21	18
6402	6	21	19
6403	6	21	20
6404	6	21	21
6405	6	21	22
6406	6	21	23
6407	6	21	24
6408	6	21	25
6409	6	21	26
6410	6	21	27
6411	6	21	28
6412	6	21	29
6413	6	21	30
6414	6	21	31
6415	6	21	32
6416	6	21	33
6417	6	21	34
6418	6	21	35
6419	6	21	36
6420	6	21	37
6421	6	21	38
6422	6	21	39
6423	6	21	40
6424	6	21	41
6425	6	21	42
6426	6	21	43
6427	6	21	44
6428	6	21	45
6429	6	22	1
6430	6	22	2
6431	6	22	3
6432	6	22	4
6433	6	22	5
6434	6	22	6
6435	6	22	7
6436	6	22	8
6437	6	22	9
6438	6	22	10
6439	6	22	11
6440	6	22	12
6441	6	22	13
6442	6	22	14
6443	6	22	15
6444	6	22	16
6445	6	22	17
6446	6	22	18
6447	6	22	19
6448	6	22	20
6449	6	22	21
6450	6	22	22
6451	6	22	23
6452	6	22	24
6453	6	22	25
6454	6	22	26
6455	6	22	27
6456	6	22	28
6457	6	22	29
6458	6	22	30
6459	6	22	31
6460	6	22	32
6461	6	22	33
6462	6	22	34
6463	6	23	1
6464	6	23	2
6465	6	23	3
6466	6	23	4
6467	6	23	5
6468	6	23	6
6469	6	23	7
6470	6	23	8
6471	6	23	9
6472	6	23	10
6473	6	23	11
6474	6	23	12
6475	6	23	13
6476	6	23	14
6477	6	23	15
6478	6	23	16
6479	6	24	1
6480	6	24	2
6481	6	24	3
6482	6	24	4
6483	6	24	5
6484	6	24	6
6485	6	24	7
6486	6	24	8
6487	6	24	9
6488	6	24	10
6489	6	24	11
6490	6	24	12
6491	6	24	13
6492	6	24	14
6493	6	24	15
6494	6	24	16
6495	6	24	17
6496	6	24	18
6497	6	24	19
6498	6	24	20
6499	6	24	21
6500	6	24	22
6501	6	24	23
6502	6	24	24
6503	6	24	25
6504	6	24	26
6505	6	24	27
6506	6	24	28
6507	6	24	29
6508	6	24	30
6509	6	24	31
6510	6	24	32
6511	6	24	33
6512	7	1	1
6513	7	1	2
6514	7	1	3
6515	7	1	4
6516	7	1	5
6517	7	1	6
6518	7	1	7
6519	7	1	8
6520	7	1	9
6521	7	1	10
6522	7	1	11
6523	7	1	12
6524	7	1	13
6525	7	1	14
6526	7	1	15
6527	7	1	16
6528	7	1	17
6529	7	1	18
6530	7	1	19
6531	7	1	20
6532	7	1	21
6533	7	1	22
6534	7	1	23
6535	7	1	24
6536	7	1	25
6537	7	1	26
6538	7	1	27
6539	7	1	28
6540	7	1	29
6541	7	1	30
6542	7	1	31
6543	7	1	32
6544	7	1	33
6545	7	1	34
6546	7	1	35
6547	7	1	36
6548	7	2	1
6549	7	2	2
6550	7	2	3
6551	7	2	4
6552	7	2	5
6553	7	2	6
6554	7	2	7
6555	7	2	8
6556	7	2	9
6557	7	2	10
6558	7	2	11
6559	7	2	12
6560	7	2	13
6561	7	2	14
6562	7	2	15
6563	7	2	16
6564	7	2	17
6565	7	2	18
6566	7	2	19
6567	7	2	20
6568	7	2	21
6569	7	2	22
6570	7	2	23
6571	7	3	1
6572	7	3	2
6573	7	3	3
6574	7	3	4
6575	7	3	5
6576	7	3	6
6577	7	3	7
6578	7	3	8
6579	7	3	9
6580	7	3	10
6581	7	3	11
6582	7	3	12
6583	7	3	13
6584	7	3	14
6585	7	3	15
6586	7	3	16
6587	7	3	17
6588	7	3	18
6589	7	3	19
6590	7	3	20
6591	7	3	21
6592	7	3	22
6593	7	3	23
6594	7	3	24
6595	7	3	25
6596	7	3	26
6597	7	3	27
6598	7	3	28
6599	7	3	29
6600	7	3	30
6601	7	3	31
6602	7	4	1
6603	7	4	2
6604	7	4	3
6605	7	4	4
6606	7	4	5
6607	7	4	6
6608	7	4	7
6609	7	4	8
6610	7	4	9
6611	7	4	10
6612	7	4	11
6613	7	4	12
6614	7	4	13
6615	7	4	14
6616	7	4	15
6617	7	4	16
6618	7	4	17
6619	7	4	18
6620	7	4	19
6621	7	4	20
6622	7	4	21
6623	7	4	22
6624	7	4	23
6625	7	4	24
6626	7	5	1
6627	7	5	2
6628	7	5	3
6629	7	5	4
6630	7	5	5
6631	7	5	6
6632	7	5	7
6633	7	5	8
6634	7	5	9
6635	7	5	10
6636	7	5	11
6637	7	5	12
6638	7	5	13
6639	7	5	14
6640	7	5	15
6641	7	5	16
6642	7	5	17
6643	7	5	18
6644	7	5	19
6645	7	5	20
6646	7	5	21
6647	7	5	22
6648	7	5	23
6649	7	5	24
6650	7	5	25
6651	7	5	26
6652	7	5	27
6653	7	5	28
6654	7	5	29
6655	7	5	30
6656	7	5	31
6657	7	6	1
6658	7	6	2
6659	7	6	3
6660	7	6	4
6661	7	6	5
6662	7	6	6
6663	7	6	7
6664	7	6	8
6665	7	6	9
6666	7	6	10
6667	7	6	11
6668	7	6	12
6669	7	6	13
6670	7	6	14
6671	7	6	15
6672	7	6	16
6673	7	6	17
6674	7	6	18
6675	7	6	19
6676	7	6	20
6677	7	6	21
6678	7	6	22
6679	7	6	23
6680	7	6	24
6681	7	6	25
6682	7	6	26
6683	7	6	27
6684	7	6	28
6685	7	6	29
6686	7	6	30
6687	7	6	31
6688	7	6	32
6689	7	6	33
6690	7	6	34
6691	7	6	35
6692	7	6	36
6693	7	6	37
6694	7	6	38
6695	7	6	39
6696	7	6	40
6697	7	7	1
6698	7	7	2
6699	7	7	3
6700	7	7	4
6701	7	7	5
6702	7	7	6
6703	7	7	7
6704	7	7	8
6705	7	7	9
6706	7	7	10
6707	7	7	11
6708	7	7	12
6709	7	7	13
6710	7	7	14
6711	7	7	15
6712	7	7	16
6713	7	7	17
6714	7	7	18
6715	7	7	19
6716	7	7	20
6717	7	7	21
6718	7	7	22
6719	7	7	23
6720	7	7	24
6721	7	7	25
6722	7	8	1
6723	7	8	2
6724	7	8	3
6725	7	8	4
6726	7	8	5
6727	7	8	6
6728	7	8	7
6729	7	8	8
6730	7	8	9
6731	7	8	10
6732	7	8	11
6733	7	8	12
6734	7	8	13
6735	7	8	14
6736	7	8	15
6737	7	8	16
6738	7	8	17
6739	7	8	18
6740	7	8	19
6741	7	8	20
6742	7	8	21
6743	7	8	22
6744	7	8	23
6745	7	8	24
6746	7	8	25
6747	7	8	26
6748	7	8	27
6749	7	8	28
6750	7	8	29
6751	7	8	30
6752	7	8	31
6753	7	8	32
6754	7	8	33
6755	7	8	34
6756	7	8	35
6757	7	9	1
6758	7	9	2
6759	7	9	3
6760	7	9	4
6761	7	9	5
6762	7	9	6
6763	7	9	7
6764	7	9	8
6765	7	9	9
6766	7	9	10
6767	7	9	11
6768	7	9	12
6769	7	9	13
6770	7	9	14
6771	7	9	15
6772	7	9	16
6773	7	9	17
6774	7	9	18
6775	7	9	19
6776	7	9	20
6777	7	9	21
6778	7	9	22
6779	7	9	23
6780	7	9	24
6781	7	9	25
6782	7	9	26
6783	7	9	27
6784	7	9	28
6785	7	9	29
6786	7	9	30
6787	7	9	31
6788	7	9	32
6789	7	9	33
6790	7	9	34
6791	7	9	35
6792	7	9	36
6793	7	9	37
6794	7	9	38
6795	7	9	39
6796	7	9	40
6797	7	9	41
6798	7	9	42
6799	7	9	43
6800	7	9	44
6801	7	9	45
6802	7	9	46
6803	7	9	47
6804	7	9	48
6805	7	9	49
6806	7	9	50
6807	7	9	51
6808	7	9	52
6809	7	9	53
6810	7	9	54
6811	7	9	55
6812	7	9	56
6813	7	9	57
6814	7	10	1
6815	7	10	2
6816	7	10	3
6817	7	10	4
6818	7	10	5
6819	7	10	6
6820	7	10	7
6821	7	10	8
6822	7	10	9
6823	7	10	10
6824	7	10	11
6825	7	10	12
6826	7	10	13
6827	7	10	14
6828	7	10	15
6829	7	10	16
6830	7	10	17
6831	7	10	18
6832	7	11	1
6833	7	11	2
6834	7	11	3
6835	7	11	4
6836	7	11	5
6837	7	11	6
6838	7	11	7
6839	7	11	8
6840	7	11	9
6841	7	11	10
6842	7	11	11
6843	7	11	12
6844	7	11	13
6845	7	11	14
6846	7	11	15
6847	7	11	16
6848	7	11	17
6849	7	11	18
6850	7	11	19
6851	7	11	20
6852	7	11	21
6853	7	11	22
6854	7	11	23
6855	7	11	24
6856	7	11	25
6857	7	11	26
6858	7	11	27
6859	7	11	28
6860	7	11	29
6861	7	11	30
6862	7	11	31
6863	7	11	32
6864	7	11	33
6865	7	11	34
6866	7	11	35
6867	7	11	36
6868	7	11	37
6869	7	11	38
6870	7	11	39
6871	7	11	40
6872	7	12	1
6873	7	12	2
6874	7	12	3
6875	7	12	4
6876	7	12	5
6877	7	12	6
6878	7	12	7
6879	7	12	8
6880	7	12	9
6881	7	12	10
6882	7	12	11
6883	7	12	12
6884	7	12	13
6885	7	12	14
6886	7	12	15
6887	7	13	1
6888	7	13	2
6889	7	13	3
6890	7	13	4
6891	7	13	5
6892	7	13	6
6893	7	13	7
6894	7	13	8
6895	7	13	9
6896	7	13	10
6897	7	13	11
6898	7	13	12
6899	7	13	13
6900	7	13	14
6901	7	13	15
6902	7	13	16
6903	7	13	17
6904	7	13	18
6905	7	13	19
6906	7	13	20
6907	7	13	21
6908	7	13	22
6909	7	13	23
6910	7	13	24
6911	7	13	25
6912	7	14	1
6913	7	14	2
6914	7	14	3
6915	7	14	4
6916	7	14	5
6917	7	14	6
6918	7	14	7
6919	7	14	8
6920	7	14	9
6921	7	14	10
6922	7	14	11
6923	7	14	12
6924	7	14	13
6925	7	14	14
6926	7	14	15
6927	7	14	16
6928	7	14	17
6929	7	14	18
6930	7	14	19
6931	7	14	20
6932	7	15	1
6933	7	15	2
6934	7	15	3
6935	7	15	4
6936	7	15	5
6937	7	15	6
6938	7	15	7
6939	7	15	8
6940	7	15	9
6941	7	15	10
6942	7	15	11
6943	7	15	12
6944	7	15	13
6945	7	15	14
6946	7	15	15
6947	7	15	16
6948	7	15	17
6949	7	15	18
6950	7	15	19
6951	7	15	20
6952	7	16	1
6953	7	16	2
6954	7	16	3
6955	7	16	4
6956	7	16	5
6957	7	16	6
6958	7	16	7
6959	7	16	8
6960	7	16	9
6961	7	16	10
6962	7	16	11
6963	7	16	12
6964	7	16	13
6965	7	16	14
6966	7	16	15
6967	7	16	16
6968	7	16	17
6969	7	16	18
6970	7	16	19
6971	7	16	20
6972	7	16	21
6973	7	16	22
6974	7	16	23
6975	7	16	24
6976	7	16	25
6977	7	16	26
6978	7	16	27
6979	7	16	28
6980	7	16	29
6981	7	16	30
6982	7	16	31
6983	7	17	1
6984	7	17	2
6985	7	17	3
6986	7	17	4
6987	7	17	5
6988	7	17	6
6989	7	17	7
6990	7	17	8
6991	7	17	9
6992	7	17	10
6993	7	17	11
6994	7	17	12
6995	7	17	13
6996	7	18	1
6997	7	18	2
6998	7	18	3
6999	7	18	4
7000	7	18	5
7001	7	18	6
7002	7	18	7
7003	7	18	8
7004	7	18	9
7005	7	18	10
7006	7	18	11
7007	7	18	12
7008	7	18	13
7009	7	18	14
7010	7	18	15
7011	7	18	16
7012	7	18	17
7013	7	18	18
7014	7	18	19
7015	7	18	20
7016	7	18	21
7017	7	18	22
7018	7	18	23
7019	7	18	24
7020	7	18	25
7021	7	18	26
7022	7	18	27
7023	7	18	28
7024	7	18	29
7025	7	18	30
7026	7	18	31
7027	7	19	1
7028	7	19	2
7029	7	19	3
7030	7	19	4
7031	7	19	5
7032	7	19	6
7033	7	19	7
7034	7	19	8
7035	7	19	9
7036	7	19	10
7037	7	19	11
7038	7	19	12
7039	7	19	13
7040	7	19	14
7041	7	19	15
7042	7	19	16
7043	7	19	17
7044	7	19	18
7045	7	19	19
7046	7	19	20
7047	7	19	21
7048	7	19	22
7049	7	19	23
7050	7	19	24
7051	7	19	25
7052	7	19	26
7053	7	19	27
7054	7	19	28
7055	7	19	29
7056	7	19	30
7057	7	20	1
7058	7	20	2
7059	7	20	3
7060	7	20	4
7061	7	20	5
7062	7	20	6
7063	7	20	7
7064	7	20	8
7065	7	20	9
7066	7	20	10
7067	7	20	11
7068	7	20	12
7069	7	20	13
7070	7	20	14
7071	7	20	15
7072	7	20	16
7073	7	20	17
7074	7	20	18
7075	7	20	19
7076	7	20	20
7077	7	20	21
7078	7	20	22
7079	7	20	23
7080	7	20	24
7081	7	20	25
7082	7	20	26
7083	7	20	27
7084	7	20	28
7085	7	20	29
7086	7	20	30
7087	7	20	31
7088	7	20	32
7089	7	20	33
7090	7	20	34
7091	7	20	35
7092	7	20	36
7093	7	20	37
7094	7	20	38
7095	7	20	39
7096	7	20	40
7097	7	20	41
7098	7	20	42
7099	7	20	43
7100	7	20	44
7101	7	20	45
7102	7	20	46
7103	7	20	47
7104	7	20	48
7105	7	21	1
7106	7	21	2
7107	7	21	3
7108	7	21	4
7109	7	21	5
7110	7	21	6
7111	7	21	7
7112	7	21	8
7113	7	21	9
7114	7	21	10
7115	7	21	11
7116	7	21	12
7117	7	21	13
7118	7	21	14
7119	7	21	15
7120	7	21	16
7121	7	21	17
7122	7	21	18
7123	7	21	19
7124	7	21	20
7125	7	21	21
7126	7	21	22
7127	7	21	23
7128	7	21	24
7129	7	21	25
7130	8	1	1
7131	8	1	2
7132	8	1	3
7133	8	1	4
7134	8	1	5
7135	8	1	6
7136	8	1	7
7137	8	1	8
7138	8	1	9
7139	8	1	10
7140	8	1	11
7141	8	1	12
7142	8	1	13
7143	8	1	14
7144	8	1	15
7145	8	1	16
7146	8	1	17
7147	8	1	18
7148	8	1	19
7149	8	1	20
7150	8	1	21
7151	8	1	22
7152	8	1	23
7153	8	1	24
7154	8	1	25
7155	8	1	26
7156	8	1	27
7157	8	1	28
7158	8	2	1
7159	8	2	2
7160	8	2	3
7161	8	2	4
7162	8	2	5
7163	8	2	6
